info_manteqa,minority_rep,idp_now,manteqa_leadership,com_group_ag,com_group_wash,com_group_edu,com_group_health,com_group_finance,com_group_women,com_group_youth,com_group_civ_soc,former_sector,new_sector,job_needed,unemployed,financial_services,women_outside,women_barriers,women_business,women_challenge,financial_services_equal,work_migration,migrant_work,migrant_jobs,production_non_ag,export_non_ag,import_non_ag,trend_non_ag,export_ag,import_ag,trend_ag,production_livestock,export_livestock,import_livestock,trend_livestock,markets_present,markets_other_manteqa,market_access,markets_marginal_access,trade_markets_in,trade_markets_in_access,voc_women,voc_men,public_transit,edu_access,health_access,water_knowledge,water_repair,water_tools,water_staff,water_fee,attendance_boys,attendance_girls,edu_marginal_access,health_access_equal,enough_water,hc_remain_perc,nomads,idp_perc,market_barrier,market_access_why,trade_markets_in_access_why,goods_access,market_seasonality,market_goods,men_iliterate,men_primary,men_secondary,women_iliterate,women_primary,women_secondary,transit_sufficient,public_transit_challenge_type,drinking_water,cleaning_water,enough_water_why,water_mgmt,edu_access_why,health_access_why,edu_teachers,edu_books,edu_training,edu_supplies,edu_sanitation,attendance_boys_perc,attendance_boys_why,attendance_girls_perc,attendance_girls_why,health_staff,health_training,health_tools,health_medication,health_water,water_access_equal,refugee_return_now,manteqa_leadership_type,minority_rep_type,com_group_ag_type,com_group_wash_type,com_group_edu_type,com_group_health_type,com_group_finance_type,com_group_civ_soc_type,com_group_civ_soc_sup,info_language,econ_sector,former_sector_type,new_sector_type,job_needed_sector,unemployed_why,financial_services_type,women_barriers_type,women_business_sector,women_challenge_type,financial_services_women,work_migration_who,production_non_ag_type,export_non_ag_type,import_non_ag_type,trend_non_ag_type,production_ag,production_ag_type,export_ag_type,import_ag_type,trend_ag_type,production_animals,production_livestock_type,export_livestock_type,import_livestock_type,trend_livestock_type,markets_marginal_access_who,goods_access_why,good_types,voc_women_avail,voc_men_avail,voc_train_who,voc_women_need,voc_men_need,edu_type,edu_infrastructure,health_services,edu_source,water_access_marginal,edu_marginal_access_who,health_access_marginal,school_fee_cost,textbook_cost,uniforms_cost,health_cost,transit_cost,water_fee_amt
pusht_band,yes,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,yes,NA,no,yes,yes,yes,no,NA,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,NA,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,none,no,"less_half, none",dontknow,no_road,NA,yes,no,no,less_half,less_half,less_half,less_half,less_half,less_half,yes,cost_too_high,spring,spring,drought,no_mgmt,insecurity,NA,yes,yes,yes,yes,yes,less_half,no_money,none,no_money,no,yes,no,no,yes,no,no yes,arbab shura mullah quarya_dar,minorities youth women,,,,chw_m chw_f widwife shura,community_based_savings,,,dari,agriculture handicrafts transport sales social_services,,,sales services social_services handicrafts communications,,community_savings,,,can_not_travel not_allowed no_money,sarafi_hawala none other community_savings,young_men adult_men,carpets handicrafts sheep_skin wood,handicrafts,wood carpets sheep_skin silk handicrafts,,no yes,wheat grain fruits vegetables nuts roots herbs,wheat,wheat grain rice cotton tobacco fruits beans herbs nuts roots vegetables,,cows sheep goats chickens,hh_consumption milk_eggs meat_sold labour,hh_consumption milk_eggs labour,hh_consumption milk_eggs meat_sold labour fertilizer,,,,fuel tobacco textiles jewlery vegetables livestock tools,artisanship,,other government,it artisanship cosmetics healthcare language teacher,agriculture business it artisanship teacher language none,government madrasa,building,outpatient malaria,national_gov,,women ethnic_discrimination disabled,,NA,NA,NA,0,NA,NA
qainar,yes,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,no,NA,yes,NA,yes,no,NA,yes,no,yes,NA,yes,no,no,yes,NA,NA,NA,yes,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,no,none,yes,less_half,too_far,NA,NA,NA,NA,NA,less_half,less_half,less_half,less_half,less_half,less_half,yes,cost_too_high,spring,spring,drought,no_mgmt,NA,NA,yes,yes,yes,yes,yes,NA,NA,NA,NA,no,no,no,no,no,no,no yes,arbab shura quarya_dar,minorities youth women,,,,chw_m chw_f widwife shura,women_BA,,,dari,agriculture handicrafts services transport sales social_services,,,communications sales services,too_few_jobs,wba,no_education,,not_allowed can_not_travel,wba none,older_boys young_men adult_men,carpets handicrafts wood,,wood carpets handicrafts silk,,no yes,wheat fruits vegetables grain nuts roots herbs,,wheat grain rice cotton tobacco nuts fruits beans herbs,,cows sheep goats chickens,hh_consumption milk_eggs meat_sold labour fertilizer,,hh_consumption meat_sold labour milk_eggs,,,,,artisanship,,government,artisanship agriculture business it cosmetics healthcare teacher,artisanship agriculture business teacher language it,government,building,outpatient,national_gov,women ethnic_discrimination disabled,women,,0,600,1300,0,NA,NA
qaisar,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,NA,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,NA,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,less_half,yes,less_half,NA,NA,dangerous,yes,yes,yes,less_half,less_half,half,less_half,less_half,less_half,NA,NA,open_water,open_water,closed,mirab,NA,NA,no,no,no,no,no,less_half,no_money,less_half,no_money,no,no,no,no,yes,no,yes,malim quarya_dar shura arbab mullah mirab chakbashi,youth women,ag_coop,water_user_assoc irrigation water_user_group water_sanit,,shura chw_m chw_f widwife,village_savings community_based_savings,socio_cultural development education agriculture,youth women,dari pashto uzbek turkmen,agriculture sales transport handicrafts,,,manufacturing services social_services handicrafts communications,no_credit,village_savings community_savings,women_danger no_education,,not_allowed no_skills no_money,none village_savings community_savings,young_men adult_men,wood sheep_skin carpets handicrafts,wood sheep_skin carpets handicrafts,wood carpets handicrafts sheep_skin silk,silk carpets,yes,wheat grain nuts fruits roots vegetables opium tobacco,fruits roots vegetables nuts grain opium wheat,wheat grain rice cotton tobacco nuts fruits roots vegetables beans herbs,,cows sheep goats chickens,hh_consumption milk_eggs meat_sold labour,milk_eggs meat_sold labour hh_consumption,hh_consumption milk_eggs meat_sold labour fertilizer,,,items_expensive,,artisanship cosmetics teacher language agriculture religious,agriculture business artisanship cosmetics teacher language religious,ingo vocational_school government int_donors training_centre,artisanship cosmetics healthcare teacher language religious agriculture business it,agriculture business it artisanship cosmetics healthcare teacher language religious none,government madrasa,building,outpatient surgery dental,national_gov ingo,ethnic_discrimination,women disabled,,0,1710,1170,165,NA,NA
qarai_almar,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,NA,no,yes,no,yes,no,NA,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,NA,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,NA,no,less_half,yes,less_half,NA,NA,NA,no,yes,yes,less_half,less_half,less_half,less_half,less_half,less_half,no,bad_road,spring,open_water,overwhelmed,mirab,NA,NA,yes,yes,yes,no,no,more_half,no_money,more_half,no_money,yes,yes,no,no,no,no,yes,arbab quarya_dar shura mullah malim,youth,,water_user_assoc water_user_group water_sanit,,chw_m chw_f,,socio_cultural wash agriculture,none youth,dari uzbek,agriculture handicrafts manufacturing,handicrafts manufacturing agriculture,other,handicrafts manufacturing services communications social_services sales transport,too_few_jobs,,,,not_allowed,none,young_men adult_men,wood,wood,carpets handicrafts sheep_skin silk,carpets handicrafts sheep_skin silk,yes,wheat grain fruits roots other,wheat grain fruits,rice nuts fruits beans,tobacco opium,cows sheep goats chickens,hh_consumption milk_eggs meat_sold labour,hh_consumption meat_sold labour milk_eggs,hh_consumption milk_eggs meat_sold labour fertilizer,,,no_means_payment,,,,,none artisanship healthcare language it teacher religious,none business it language religious agriculture teacher,government,building,outpatient,national_gov,,,,0,1437.5,875,NA,NA,NA
qaram_qul,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,NA,yes,yes,yes,yes,NA,yes,yes,yes,NA,yes,yes,no,yes,NA,NA,NA,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,NA,no,less_half,yes,none,too_far,NA,NA,NA,NA,NA,less_half,more_half,half,less_half,less_half,less_half,no,not_enough_vehicles,handpump,handpump,drought,mirab,"disaster, too_cold",no_staff,yes,no,no,no,no,less_half,no_money,more_half,girls_cant_attend,no,no,no,no,no,no,yes,arbab mullah malim quarya_dar shura mirab chakbashi,,,water_user_assoc irrigation,,shura,community_based_savings sarafi_hawala village_savings,socio_cultural education agriculture,youth none,uzbek turkmen,agriculture handicrafts manufacturing communications,agriculture handicrafts manufacturing social_services sales services,communications handicrafts services,communications public_administration social_services sales services transport agriculture handicrafts manufacturing,,community_savings sarafi_hawala village_savings,no_skills,,no_skills can_not_travel no_money no_knowledge,community_savings none sarafi_hawala village_savings,young_men adult_men,wood carpets,carpets,wood handicrafts sheep_skin silk,wood carpets sheep_skin handicrafts,no,,,rice cotton nuts fruits roots vegetables beans herbs tobacco opium,fruits roots vegetables beans cotton nuts,cows sheep goats chickens other,milk_eggs labour hh_consumption meat_sold,,hh_consumption meat_sold labour fertilizer milk_eggs,milk_eggs meat_sold labour hh_consumption fertilizer,,,,,,,it artisanship cosmetics healthcare teacher language,agriculture business it religious teacher language,government,building,outpatient,national_gov,,women,,NA,NA,NA,NA,428.57142857142856,NA
qurghan,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,NA,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,no,less_half,no,less_half,dangerous,"live_far, marketplace_damage","dangerous, not_wanted",no,yes,no,less_half,more_half,less_half,less_half,half,less_half,yes,not_enough_vehicles,shallow_well,handpump,drought,mirab,insecurity,NA,yes,no,no,no,no,less_half,insecurity,more_half,girls_cant_attend,no,no,no,no,no,no,yes no,arbab shura quarya_dar mullah malim mirab,women youth minorities,farmer_group ag_coop,water_user_assoc,pta,widwife chw_f chw_m,savings_credit community_based_savings,socio_cultural wash,youth women,uzbek turkmen,agriculture handicrafts transport services manufacturing communications,manufacturing handicrafts sales services transport agriculture,agriculture communications services transport sales,handicrafts manufacturing sales social_services communications public_administration services agriculture transport,too_few_jobs no_education no_skills,microfinance savings_credit community_savings,few_jobs,,women_punished no_skills can_not_travel not_allowed no_money,none microfinance savings_credit community_savings,young_men adult_men,carpets handicrafts sheep_skin wood silk,wood carpets sheep_skin silk,handicrafts wood silk sheep_skin,carpets handicrafts sheep_skin silk wood,yes no,wheat grain nuts vegetables roots fruits cotton,wheat grain roots vegetables,rice nuts fruits roots vegetables beans cotton tobacco herbs opium,roots beans cotton nuts fruits vegetables opium,cows sheep goats chickens,milk_eggs meat_sold hh_consumption labour fertilizer,hh_consumption milk_eggs meat_sold labour fertilizer,milk_eggs meat_sold fertilizer labour hh_consumption,labour,women,not_available no_means_payment,vegetables textiles jewlery tools fuel tobacco livestock,,,,it artisanship cosmetics healthcare teacher religious agriculture business language,agriculture it teacher business artisanship language religious healthcare,government madrasa,building,outpatient inpatient,national_gov,women,women,women,NA,NA,NA,90.9090909090909,NA,NA
qush_mahala,yes,no,yes,no,no,no,yes,no,no,yes,no,no,yes,yes,yes,no,yes,NA,no,yes,no,yes,yes,NA,no,NA,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,NA,NA,NA,yes,no,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,none,no,NA,too_far,NA,dangerous,NA,NA,NA,less_half,less_half,"less_half, none",none,less_half,"less_half, none",no,"disabled, not_enough_vehicles",kandaz,kandaz,drought,no_mgmt,NA,no_staff,yes,yes,yes,yes,no,less_half,no_money,less_half,no_money,yes,no,no,no,no,no,no yes,arbab shura,youth women minorities,,,,chw_f,,,,dari,agriculture handicrafts services transport,,agriculture,manufacturing communications public_administration handicrafts services,no_land,,,,not_allowed,none other,young_men adult_men,,,wood carpets handicrafts,carpets handicrafts sheep_skin silk,no yes,wheat grain vegetables beans nuts roots,wheat grain nuts,wheat grain rice cotton tobacco fruits vegetables beans,,cows sheep goats chickens,hh_consumption labour,,,meat_sold labour milk_eggs,,,,,none,other,none business artisanship agriculture,agriculture business artisanship teacher,government,building,outpatient inpatient,local_gov national_gov,,women men,ethnic_discrimination,NA,NA,NA,NA,NA,NA
sar-e_zindan,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,NA,no,yes,no,yes,no,NA,yes,NA,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,NA,NA,NA,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,yes,yes,NA,no,no,less_half,yes,less_half,too_far,NA,dangerous,NA,NA,NA,less_half,less_half,less_half,less_half,less_half,none,NA,NA,open_water,open_water,part_time,no_mgmt,insecurity,NA,no,no,no,no,no,less_half,no_money,less_half,no_money,no,no,no,no,no,no,no yes,shura arbab mullah,,,,,widwife,,,,dari,agriculture handicrafts sales transport,,,communications services social_services manufacturing public_administration,no_skills no_education,microfinance,,,no_money no_skills no_knowledge,none microfinance,young_men adult_men older_boys,wood carpets handicrafts sheep_skin,,wood carpets sheep_skin,carpets,yes no,wheat grain nuts fruits vegetables roots opium,opium,rice nuts fruits vegetables beans herbs roots,,cows sheep goats chickens,hh_consumption meat_sold labour milk_eggs,labour,hh_consumption fertilizer,,,,,,agriculture business,cso,business artisanship healthcare it cosmetics teacher language religious,business healthcare teacher artisanship it cosmetics language religious,madrasa government cbe,home tent,outpatient,mosque,,,,NA,NA,NA,160,NA,NA
saray_qala,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,no,NA,no,yes,no,yes,no,NA,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,NA,NA,NA,yes,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,less_half,no,less_half,too_far,NA,NA,NA,NA,NA,half,half,half,half,half,half,yes,insecurity,handpump,handpump,drought,"mirab, no_mgmt",NA,NA,yes,no,yes,no,no,half,insecurity,more_half,insecurity,yes,yes,no,no,yes,yes,no yes,arbab mullah shura,women minorities,,,pta self_help,widwife chw_f,,other wash agriculture,none minorities,dari pashto uzbek arabic turkmen,agriculture handicrafts sales,handicrafts,,manufacturing communications services agriculture handicrafts transport,too_few_jobs,,,,not_allowed no_money,none,young_men adult_men,wood carpets sheep_skin handicrafts silk,carpets sheep_skin wood silk,handicrafts silk,carpets,yes,wheat grain fruits roots vegetables beans,grain fruits roots vegetables beans,rice cotton nuts beans grain tobacco,cotton opium tobacco,cows sheep goats chickens,hh_consumption milk_eggs meat_sold labour,meat_sold labour hh_consumption milk_eggs,fertilizer,,,,,,,,agriculture business it healthcare teacher artisanship religious,business it artisanship healthcare teacher religious agriculture,government,building,outpatient,national_gov mosque,women disabled ethnic_discrimination,women ethnic_discrimination disabled,women ethnic_discrimination disabled,0,1916.6666666666667,2916.6666666666665,133.33333333333334,NA,441.6666666666667
sarbagh,yes,no,yes,yes,no,no,yes,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,NA,yes,NA,yes,no,yes,yes,no,yes,yes,yes,no,yes,NA,yes,no,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,none,no,NA,NA,NA,NA,yes,yes,no,half,half,less_half,less_half,half,less_half,yes,NA,spring,spring,NA,no_mgmt,NA,NA,yes,yes,dontknow,yes,yes,NA,NA,NA,NA,yes,yes,yes,yes,yes,no,no yes,arbab shura quarya_dar mullah,youth,ag_coop farmer_group,,,chw_f widwife shura chw_m,,socio_cultural health agriculture education,youth women,dari,agriculture sales transport,,communications sales,handicrafts manufacturing services communications sales,too_few_jobs,,not_allowed,agriculture handicrafts,can_not_travel not_allowed women_punished,sarafi_hawala other,young_men young_women adult_men,wood carpets handicrafts,,carpets handicrafts wood silk,,yes,wheat grain fruits roots vegetables herbs tobacco nuts,wheat grain fruits,rice cotton tobacco roots vegetables beans wheat grain fruits nuts herbs,,cows sheep goats chickens,hh_consumption meat_sold labour milk_eggs,hh_consumption meat_sold labour,hh_consumption meat_sold labour,,,not_available,vegetables textiles jewlery fuel,,,,it artisanship cosmetics healthcare,agriculture business teacher language it,government,building,outpatient inpatient tb malaria,national_gov,,,,0,0,2700,0,120,NA
shadiyan,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,NA,no,NA,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,NA,NA,NA,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,NA,no,none,no,less_half,too_far,NA,too_far,NA,NA,NA,less_half,less_half,less_half,less_half,less_half,less_half,yes,NA,spring,spring,drought,no_mgmt,NA,no_staff,yes,no,yes,no,no,less_half,need_to_work,less_half,girls_cant_attend,No,no,no,no,No,no,no yes,arbab shura,women youth,ag_coop farmer_group,water_user_assoc water_user_group irrigation water_sanit,self_help pta school_mgmt_committees,chw_f shura chw_m widwife,,socio_cultural development health wash education agriculture shelter_nfi legal womens_rights,youth women minorities,dari,agriculture services transport,,agriculture,handicrafts communications services agriculture,,,no_education,,no_money,none,adult_men young_men,,,wood carpets handicrafts,,yes,wheat grain fruits beans roots vegetables tobacco nuts,fruits grain roots vegetables,wheat grain rice cotton roots vegetables beans nuts fruits,roots vegetables,cows sheep goats chickens,hh_consumption milk_eggs meat_sold labour fertilizer,milk_eggs meat_sold labour,hh_consumption labour milk_eggs meat_sold,,,,,,,,artisanship cosmetics healthcare agriculture business it teacher language religious,agriculture business it teacher artisanship cosmetics healthcare language religious,government madrasa,building,outpatient,national_gov,,,,0,2166.6666666666665,3333.3333333333335,NA,NA,NA
shakh,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,no,NA,no,yes,no,yes,yes,NA,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,NA,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,less_half,yes,less_half,NA,NA,NA,yes,yes,yes,less_half,less_half,less_half,less_half,less_half,"less_half, none",NA,NA,open_water,open_water,drought,mirab,no_resources,NA,no,no,no,no,no,more_half,no_money,none,"insecurity, no_money",no,no,no,no,yes,no,yes no,malim quarya_dar shura arbab mullah mirab,youth,,water_user_group water_sanit,,shura chw_m chw_f widwife,community_based_savings,,,dari pashto uzbek turkmen,agriculture sales transport manufacturing handicrafts,,,handicrafts manufacturing services communications public_administration social_services,too_few_jobs,community_savings,,,not_allowed,none community_savings,young_men adult_men,carpets sheep_skin wood handicrafts,wood carpets handicrafts sheep_skin,wood carpets handicrafts sheep_skin silk,silk sheep_skin,yes,wheat grain nuts fruits roots vegetables beans opium other,nuts fruits roots vegetables beans opium grain wheat,wheat grain rice cotton tobacco nuts fruits roots vegetables beans herbs,cotton tobacco,sheep goats chickens cows,hh_consumption milk_eggs meat_sold labour,milk_eggs meat_sold labour,hh_consumption milk_eggs meat_sold labour fertilizer,,women,items_expensive,,,,,artisanship cosmetics healthcare teacher language religious agriculture business it,agriculture business artisanship cosmetics healthcare teacher language religious it,government madrasa,tent home,outpatient,national_gov,,women,,NA,NA,NA,125,NA,NA
sheberghan,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,less_half,no,less_half,traders_fled,NA,NA,yes,yes,yes,half,more_half,half,less_half,half,less_half,yes,insecurity,handpump,handpump,part_time,mirab,too_hot,NA,yes,no,yes,no,no,less_half,no_money,less_half,no_money,yes,yes,no,no,yes,no,yes no,shura arbab mullah chakbashi mirab malim quarya_dar,minorities youth idps women,ag_coop breeder_coop farmer_group value_chain,irrigation water_sanit water_user_assoc water_user_group,school_mgmt_committees pta self_help,shura chw_m chw_f widwife,community_based_savings sarafi_hawala village_savings community_savings other savings_credit women_BA,socio_cultural development health wash education agriculture legal womens_rights shelter_nfi,women youth minorities,dari pashto uzbek turkmen,agriculture handicrafts sales services transport communications,manufacturing other services handicrafts,other communications transport social_services,manufacturing services handicrafts other public_administration communications social_services,too_few_jobs,community_savings microfinance sarafi_hawala village_savings savings_credit other wba,few_jobs not_allowed,agriculture handicrafts sales,no_knowledge no_money not_allowed no_skills,community_savings microfinance savings_credit village_savings sarafi_hawala,older_boys young_men adult_men,carpets sheep_skin wood handicrafts silk,carpets sheep_skin handicrafts wood,wood handicrafts silk carpets sheep_skin,silk other,yes,wheat cotton fruits grain tobacco nuts roots vegetables beans herbs,wheat fruits grain cotton nuts beans roots,grain rice nuts fruits roots beans wheat cotton tobacco vegetables herbs opium,opium nuts vegetables cotton,cows sheep goats chickens other,hh_consumption milk_eggs meat_sold labour fertilizer,milk_eggs meat_sold labour hh_consumption fertilizer,milk_eggs meat_sold hh_consumption fertilizer labour,fertilizer,,items_expensive no_means_payment,,it artisanship cosmetics language healthcare business teacher agriculture,business it artisanship language agriculture teacher healthcare religious cosmetics,ingo int_donors vocational_school government training_centre,agriculture business artisanship it language cosmetics healthcare none religious teacher,agriculture business other it artisanship healthcare language religious teacher,government cbe madrasa,building,surgery outpatient inpatient tb malaria hiv dental eyes,national_gov nngo,women men ethnic_discrimination,women,women disabled,NA,NA,NA,NA,NA,NA
shor_darya,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,NA,no,yes,no,yes,no,NA,yes,yes,yes,no,NA,yes,no,yes,no,yes,yes,no,yes,NA,NA,NA,yes,no,no,no,no,no,no,no,yes,yes,no,NA,NA,NA,NA,no,less_half,no,NA,too_far,NA,NA,NA,NA,NA,none,none,none,none,none,none,NA,NA,other,open_water,overwhelmed,no_mgmt,no_resources,no_staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,arbab shura quarya_dar,,,,,,,,,pashto,agriculture handicrafts other services,,,agriculture handicrafts services,too_few_jobs,,,,not_allowed no_money,none,young_men adult_men,carpets handicrafts sheep_skin,sheep_skin,wood carpets handicrafts,,yes no,wheat grain nuts other,,wheat grain rice cotton fruits vegetables beans,,cows sheep goats chickens,meat_sold hh_consumption,,hh_consumption milk_eggs other,milk_eggs,,,,,,,agriculture artisanship cosmetics religious healthcare,agriculture artisanship teacher religious healthcare,,,,,,,,NA,NA,NA,NA,NA,NA
shor_darya_(dawlatabad),yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no,NA,no,yes,yes,yes,no,NA,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,NA,NA,NA,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,no,none,no,less_half,too_far,NA,too_expensive,NA,NA,NA,less_half,less_half,less_half,none,none,none,NA,NA,open_water,open_water,drought,no_mgmt,insecurity,NA,no,no,no,no,no,more_half,no_money,all,girls_cant_attend,no,no,no,no,no,no,no yes,arbab shura malim mullah quarya_dar,youth,,,self_help school_mgmt_committees pta,chw_m chw_f shura widwife,community_based_savings women_BA,wash,youth,dari pashto,agriculture transport handicrafts public_administration communications sales,,,handicrafts manufacturing communications sales services transport,no_education,community_savings wba microfinance,,,women_punished no_money,community_savings wba microfinance,older_boys young_men young_women adult_men,carpets handicrafts sheep_skin,carpets handicrafts sheep_skin,wood carpets handicrafts,sheep_skin,no yes,wheat grain roots,wheat grain roots,rice tobacco beans fruits vegetables opium,wheat grain cotton opium,sheep goats cows chickens,milk_eggs meat_sold labour hh_consumption,milk_eggs meat_sold labour,fertilizer hh_consumption milk_eggs meat_sold labour,,,,,artisanship,artisanship agriculture,ingo,it artisanship healthcare business cosmetics agriculture,business it artisanship language agriculture teacher,government madrasa,building,outpatient malaria tb hiv,national_gov,disabled,women ethnic_discrimination,women ethnic_discrimination disabled,NA,NA,NA,125,NA,966.6666666666666
sia_gird,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,NA,yes,NA,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,NA,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,NA,no,less_half,no,less_half,too_far,NA,too_expensive,yes,yes,yes,less_half,less_half,less_half,less_half,less_half,less_half,yes,"cost_too_high, not_enough_vehicles",borehole,borehole,part_time,committee,no_resources,no_staff,no,no,no,no,no,less_half,no_money,less_half,dangerous,no,no,no,no,no,no,no yes,arbab mullah shura quarya_dar other,women minorities youth idps,,irrigation water_sanit,self_help pta school_mgmt_committees other,shura chw_m chw_f widwife,village_savings community_based_savings,socio_cultural development health wash education legal womens_rights,youth women,dari pashto uzbek turkmen arabic balochi urdu nuristani,agriculture manufacturing sales handicrafts services social_services communications transport,handicrafts,agriculture handicrafts,handicrafts manufacturing services agriculture communications social_services sales,too_few_jobs,village_savings community_savings,few_jobs women_danger no_education,agriculture handicrafts,no_money,none community_savings,young_men adult_men older_boys,carpets handicrafts wood silk,,wood carpets handicrafts sheep_skin,handicrafts,yes no,wheat grain cotton tobacco nuts fruits roots vegetables beans,wheat grain cotton tobacco nuts fruits roots vegetables beans,rice beans herbs wheat grain tobacco nuts roots vegetables fruits,,cows sheep goats chickens,hh_consumption meat_sold labour fertilizer milk_eggs,hh_consumption meat_sold labour fertilizer,labour fertilizer hh_consumption milk_eggs meat_sold,milk_eggs,,,,artisanship healthcare,,ingo int_donors,artisanship cosmetics healthcare teacher language religious agriculture business it,agriculture business it teacher language artisanship cosmetics healthcare religious,government cbe madrasa,building open_air home,outpatient other,national_gov,,women,,NA,NA,NA,NA,NA,NA
tangi,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,no,NA,yes,NA,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,NA,NA,NA,yes,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,NA,no,none,no,none,too_far,NA,NA,NA,NA,NA,less_half,less_half,less_half,less_half,less_half,less_half,yes,not_enough_vehicles,borehole,open_water,"drought, too_far",mirab,NA,no_staff,yes,no,no,yes,no,less_half,no_money,less_half,girls_marry,no,no,no,no,No,no,no yes,arbab mullah chakbashi mirab malim quarya_dar shura,women minorities youth,ag_coop farmer_group,water_user_assoc irrigation,self_help pta school_mgmt_committees,chw_m chw_f,community_based_savings,socio_cultural agriculture,youth women,dari,agriculture services transport,,,services handicrafts communications social_services,too_few_jobs,community_savings,no_skills no_education,,no_skills no_money,none community_savings,young_men adult_men older_boys,wood handicrafts,,carpets handicrafts wood sheep_skin silk,,yes,wheat grain fruits roots beans nuts vegetables cotton,wheat grain fruits roots,wheat rice roots beans grain cotton tobacco fruits vegetables,,cows sheep goats chickens,hh_consumption milk_eggs meat_sold labour fertilizer,hh_consumption milk_eggs meat_sold,hh_consumption labour milk_eggs fertilizer,,,,,,,,artisanship cosmetics healthcare agriculture business it teacher language religious,agriculture business it artisanship cosmetics healthcare teacher language religious,government madrasa,tent building,other,national_gov local_gov,,women men,,0,2700,3200,NA,36,NA
